ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,AreaShape_MajorAxisLength,TrackObjects_ParentImageNumber_50,TrackObjects_ParentObjectNumber_50,id,parent_id,NoiseObject,UnexpectedEnd_by_CellProfiler,UnexpectedEnd_by_Trackrefiner,UnexpectedBeginning_by_CellProfiler,UnexpectedBeginning_by_Trackrefiner,TrackingLinkModified
51,10,34.37403428571429,33.11341714285714,3.6376460917709483,50.0,10,62,25,False,False,False,False,False,True
57,39,39.29515789473684,44.62147368421052,3.654818058308698,56.0,32,79,46,False,False,False,False,False,True
61,35,42.787705263157896,36.99056842105263,4.007249516063141,60.0,33,111,33,False,False,False,False,False,True
64,12,27.887811023622042,29.393007874015748,5.166282684870281,63.0,12,84,59,False,False,False,False,False,True
64,18,29.59010526315789,30.365999999999996,3.41749110660895,63.0,18,128,72,False,False,False,False,False,True
66,44,46.000851063829785,37.583999999999996,5.768112578211197,65.0,38,111,33,False,False,False,False,False,True
66,47,45.28494545454545,38.55883636363635,3.6559544139136113,65.0,40,135,87,False,False,False,False,False,True
68,20,27.154072538860103,27.962860103626937,4.376691897514389,67.0,18,128,72,False,False,False,False,False,True
68,24,36.50146733668341,28.412140703517583,4.1792773950228685,67.0,22,192,108,False,False,False,False,False,True
68,34,40.42677073170731,31.743921951219512,4.29067338016368,67.0,29,148,94,False,False,False,False,False,True
68,41,42.32875167785234,34.10722147651006,6.230651843055905,67.0,37,110,33,False,False,False,False,False,True
68,48,41.02391489361702,34.64425531914893,3.7787129280427734,67.0,40,169,85,False,False,False,False,False,True
68,56,40.66289502762431,37.03982320441989,3.880224230659891,67.0,50,173,76,False,False,False,False,False,True
68,62,40.2534,38.2185,3.4112242071950027,67.0,57,198,100,False,False,False,False,False,True
70,8,34.37443298969072,20.920824742268042,4.212480715561597,69.0,9,163,71,False,False,False,False,False,True
70,11,33.89109677419354,24.38825806451613,4.974661261101458,69.0,11,164,83,False,False,False,False,False,True
70,14,35.00657142857143,24.410571428571426,3.7287007678427186,69.0,15,165,71,False,False,False,False,False,True
70,103,45.077925925925925,49.40977777777777,5.093984901260358,69.0,97,138,68,False,False,False,False,False,True
70,108,43.82336842105263,51.2081052631579,3.351181792537324,69.0,101,223,114,False,False,False,False,False,True
71,113,43.736307692307676,51.936,3.5334338861217636,70.0,108,223,114,False,False,False,False,False,True
